,company,date,title,salary,All_Sectors,Accounting & Finance Jobs,Admin Jobs,Consultancy Jobs,Customer Services Jobs,Domestic help & Cleaning Jobs,"Energy, Oil & Gas Jobs",Engineering Jobs,HR & Recruitment Jobs,Healthcare & Nursing Jobs,Hospitality & Catering Jobs,IT Jobs,Legal Jobs,Logistics & Warehouse Jobs,Maintenance Jobs,Manufacturing Jobs,Other/General Jobs,"PR, Advertising & Marketing Jobs",Property Jobs,Retail Jobs,Sales Jobs,Scientific & QA Jobs,Social work Jobs,Teaching Jobs,Trade & Construction Jobs,Unknown
110,Stantec Inc.,2018-11-01,Senior Civil Engineer,0,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Dignity Health,2018-11-01,Registered Nurse,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112,Dignity Health,2018-11-01,Registered Nurse,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,gogokid,2018-11-01,Online ESL Teacher (K-6 Students),0,Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
114,VITAS Healthcare,2018-12-01,Registered Nurse,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,VITAS Healthcare,2018-12-01,Registered Nurse (RN) - Home Care California,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
116,Care.com,2018-12-01,"Looking For A Pet Sitter For 1 Dog, 3 Cats In Camarillo",0,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
117,Carpenter Technology,2018-12-01,Business Developer - Technical Sales,0,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
118,Ensign Group,2018-12-01,Registered Nurse - RN - Camarillo Healthcare Center,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,Brandes Associates,2018-12-01,Tools Software Engineer,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Department of the Treasury,2018-12-01,Revenue Officer 12 Month Roster,0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Doordash,2018-12-01,Delivery Driver (part or full time) with DoorDash - Make up to 19/hour,0,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
122,One Staff Medical,2018-12-01,Travel Registered Nurse RN Operating Room OR - Camarillo,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,One Staff Medical,2018-12-01,Travel Registered Nurse RN Medical Surgical Telemetry - Camarillo,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
124,One Staff Medical,2018-12-01,Travel Registered Nurse RN Intensive Care Unit ICU - Camarillo,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,Revature,2018-12-01,Entry Level Software Engineer,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Modis,2018-12-01,"Manager, Quality Improvement",0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Modis,2018-12-01,Sr. Business Systems Analyst,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Modis,2018-12-01,Sr. Business Systems Analyst,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Modis,2018-12-01,"Manager, Quality Improvement",0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Allied Universal Security,2018-12-01,Hospital Security Officer - Part Time Evening Shift,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
131,Allied Universal Security,2018-12-01,Hospital Security Officer - Part Time Night Shift,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
132,Home Depot,2018-12-01,Home Srvs Project Specialist - Camarillo,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133,Crescent Solutions Inc,2018-12-01,Production Manager,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,CVS Health,2018-12-01,Retail Store Manager - Camarillo Area 08 Region 66 District 05,0,Retail Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
135,William Warren Group,2018-12-01,Assistant Manager,0,Retail Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
136,Ensign Group,2018-12-01,Certified Nursing Assistant - CNA - Camarillo Healthcare Center,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,OneStaff Medical,2018-12-01,Travel Registered Nurse RN Intensive Care Unit ICU,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138,OneStaff Medical,2018-12-01,Travel Registered Nurse RN Medical Surgical Telemetry,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
139,OneStaff Medical,2018-12-01,Travel Registered Nurse RN Operating Room OR,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,MissionCare,2018-12-01,Caregiver/Home Care Aide/PCA/CNA,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,AdvantagePlusCaregivers,2018-12-01,Home Care Aide / Caregiver,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Parker Hannifin,2018-12-01,Operations Manager,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143,Compass Consulting,2018-12-01,Technical Services Concierge,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Arthur Martinez & Associates,2018-12-01,Customer Service Representative,0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Care.com,2018-12-01,Senior Care,0,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
146,Sitter,2018-12-01,"Babysitting Wanted - Job Posting: A Dedicated Childminder Or Nanny In Camarillo, California, Seeking Sitter",0,Domestic help & Cleaning Jobs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Tesla,2018-12-01,Field Service Licensed Electrician Crew Lead,0,Trade & Construction Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
148,Tesla,2018-12-01,Sr. Field Service Associate,0,Customer Services Jobs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Tesla,2018-12-01,Field Service Crew Lead,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150,myCNAjobs,2018-12-01,Luxury Assisted Living Jobs - Resident Caregivers & CNAs,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,AdvantagePlusCaregivers,2018-12-01,Home Care Aide/Caregiver,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Elite Restoration Services,2018-12-01,Customer Service Representative - Chat Support Agent,0,Customer Services Jobs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,myCNAjobs,2018-12-01,Luxury Assisted Living Jobs - Resident Caregivers & CNAs,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,AdvantagePlusCaregivers,2018-12-01,Home Care Aide/Caregiver,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Robert Half Finance & Accounting,2018-12-01,Controller,0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,HouseKeeper,2018-12-01,URGENT: Housekeeper Wanted - My Name Is Allison. I Need My House Cleaned For A Christmas Party.,0,Domestic help & Cleaning Jobs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Soliant Health,2018-12-01,Travel Certified Surgical Tech CST Job in Camarillo California,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
158,Soliant Health,2018-12-01,Travel OR RN Operating Room Registered Nurse Job available in Camarillo California,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
159,The Natural Latex Company,2018-12-01,Accounting Clerk,0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Arnold Magnetics,2018-12-01,Quality Assurance Manager,0,Manufacturing Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
161,Dignity Health,2018-12-01,LVN II,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
162,JPMorgan Chase,2018-12-01,"Relationship Banker - Simi Valley, Camarillo, Thousand Oaks and Surrounding Areas, CA (Series 6 and Life Preferred)",0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,JPMorgan Chase,2018-12-01,"Branch Manager Trainee- Simi Valley, Thousand Oaks, Camarillo and Surrounding Areas, CA",0,Retail Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
164,JPMorgan Chase,2018-12-01,"Sr Home Lending Advisor - Camarillo, CA",0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
165,Chesapeake Technology International Corp,2018-12-01,Software Engineer,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Prime Advantage LLC,2018-12-01,Direct Care Staff,0,Customer Services Jobs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Soliant Health,2018-12-01,California SLP job- Schools based,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
168,Soliant Health,2018-12-01,Speech Language Pathologist - (SLP) - Job,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
169,Soliant Health,2018-12-01,California SLP opening,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170,Soliant Health,2018-12-01,California SLP Job,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
171,Soliant Health,2018-12-01,California Speech Language Pathologist Needed,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172,Soliant Health,2018-12-01,"SLP Opening (Camarillo, CA)",0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
173,Soliant Health,2018-12-01,SLP Job in California,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
174,Soliant Health,2018-12-01,SLP job in CA,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
175,Cameron Craig,2018-12-01,Service Technician - Waste Water Treatment,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
176,clairesinc,2018-12-01,Assistant Store Manager,0,Retail Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
177,Pleasant Valley School District   Camarillo,2018-12-01,Classified Human Resources Technician,0,HR & Recruitment Jobs,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Ventura County Office Of Education,2018-12-01,Accountant,0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,"OmniUpdate, Inc.",2018-12-01,Inside Sales Manager,0,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
180,Brookdale,2018-12-01,Flexible Physical Therapist - SNF - Sign-On Bonus Available w/ Competitve Rate,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
181,Hub Group Trucking,2018-12-01,Dedicated CDL-A Driver | Top Tier Hourly  Overtime [185],0,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
182,Green Agency,2018-12-01,Sales Professional,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
183,California State University System,2018-12-01,Sustainability and Energy Manager,0,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Crescent Solutions Inc,2018-12-01,Technical Writer,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Brookdale Senior Living,2018-12-01,Flexible Physical Therapist - SNF - Sign-On Bonus Available w/ Competitve Rate,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,Los Angeles Cleantech Incubator,2018-12-01,Sales Account Executive,0,Property Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
187,"Sunbelt Rentals, Inc.",2018-12-01,Road Mechanic,0,Maintenance Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
188,Care.com,2018-12-01,Nanny Needed For 19 Mo Girl - Number Of Days Is Flexible,0,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
189,Brookdale,2018-12-01,Flexible Physical Therapist - SNF - Sign-On Bonus Available w/ Competitve Rate,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Dollar tree,2018-12-01,OPERATIONS ASSISTANT MANAGER,0,Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Bureau of Ocean Energy Management,2018-12-01,Oceanographer,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
192,"County of Ventura, CA",2018-12-01,Shelter Manager,0,Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,RNnetwork,2018-12-01,Travel RN-ICU job in California,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194,Allstate,2018-12-01,Agency Sales Professional,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
195,RNnetwork,2018-12-01,Travel RN-OR job in California,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
196,Allstate,2018-12-01,Experienced Sales Representatives Wanted,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
197,Allstate,2018-12-01,Outside Sales Agent,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
198,Allstate,2018-12-01,Sales Agent - Insurance Sales,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
199,Allstate,2018-12-01,Entry Level Sales Representative,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,DaVita Inc,2018-12-01,STAR PCT 1,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Spanish Hills Interventional Pain Specialists,2018-12-01,Physician Assistant,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,"Ventura Dental Services, LLC",2018-12-01,General Dentist,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,FC Juice Partners LLC,2018-12-01,Store General Manager,0,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Johnson Service Group,2018-12-01,Entry Level RF Design Engineer,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Care.com,2018-12-01,"Full Time Nanny, Experience With Infants",0,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
206,"Roadrunner Management Services, Inc.",2018-12-01,Transit Bus Driver / Operator,0,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
207,Clinicas del Camino Real,2018-12-01,Clinic Operations Manager,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,"Golden State Medical Supply, Inc.",2018-12-01,Business Intelligence Analyst,0,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
209,Artizen Floor Corp,2018-12-01,Hardwood flooring laborer/scraper,0,Trade & Construction Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
210,DP Technology,2018-12-01,Applications Engineer,0,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Salem Media Group,2018-12-01,Internal Auditor SOX 404,0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Soliant Health,2018-12-01,Full Time School Based Contract : Speech-Language Pathologist,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
213,AdvantagePlusCaregivers,2018-12-01,Home Care Aide / Caregiver - Flexible Shifts - Paid Training - Overtime Paid,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,myCNAjobs,2018-12-01,Luxury Assisted Living Jobs - Resident Caregivers & CNAs,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Deckers Retail LLC,2018-12-01,"Sales Associate, UGG",0,Retail Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
216,"National Vision, Inc.",2018-12-01,Licensed General Manager,0,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
217,"National Vision, Inc.",2018-12-01,Licensed Optician,0,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
218,SIE,2018-12-01,Aircraft Structures Engineers,0,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Aspiranet,2018-12-01,Family Case Manager,0,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
220,Spanish Hills Country Club,2018-12-01,Event Catering Sales Manager,0,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Brandes Associates,2018-12-01,Software Test Engineer,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Brandes Associates,2018-12-01,Deputy Software Architect,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
223,Brandes Associates,2018-12-01,Software Engineer/ Coder,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
