,company,date,title,salary,All_Sectors,Accounting & Finance Jobs,Admin Jobs,Consultancy Jobs,Customer Services Jobs,Domestic help & Cleaning Jobs,"Energy, Oil & Gas Jobs",Engineering Jobs,HR & Recruitment Jobs,Healthcare & Nursing Jobs,Hospitality & Catering Jobs,IT Jobs,Legal Jobs,Logistics & Warehouse Jobs,Maintenance Jobs,Manufacturing Jobs,Other/General Jobs,"PR, Advertising & Marketing Jobs",Property Jobs,Retail Jobs,Sales Jobs,Scientific & QA Jobs,Social work Jobs,Teaching Jobs,Trade & Construction Jobs,Unknown
339,CyberCoders,2019-01-01,Manufacturing Process Engineer,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,Spanish Hills Surgery Center,2019-01-01,RN Pre Op PACU/ OR Circulator,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,PrideStaff   Ventura County,2019-01-01,Packaging Associate,0,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
342,Spanish Hills Interventional Pain Specialists,2019-01-01,Scribe/MA,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,DEX,2019-01-01,Component Technician,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,Salem Media Group,2019-01-01,Accounts Payable Specialist,0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,Innovative Premier Marketing,2019-01-01,Brand Marketing: Marketing & Promotional Retail Sales,0,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
346,Salem Media Group,2019-01-01,Administrative Assistant - IT,0,Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,Cybercoders,2019-01-01,Electrical and Assembly Technician,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,Care.com,2019-01-01,Live-in Home Care Needed For My Father In Camarillo,0,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
349,Care.com,2019-01-01,"Mobility Assistance And Bathing / Dressing Full-time Support Needed For My Father In Camarillo, CA.",0,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
350,Care.com,2019-01-01,Looking For A Help With Laundry & House Keeping,0,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
351,SelectStaffing,2019-01-01,Quality Inspector,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
352,SelectStaffing,2019-01-01,Packaging,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
353,SelectStaffing,2019-01-01,Warehouse Associate,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
354,Simon Property Group,2019-01-01,"Director, Specialty Leasing",0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
355,SelectStaffing,2019-01-01,Executive Assistant,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
356,Dignity Health,2019-01-01,Registered Nurse,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
357,Dignity Health,2019-01-01,Registered Nurse,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
358,Orkin,2019-01-01,Residential Service Specialist,0,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
359,PeopleReady,2019-01-01,Apprentice and Experienced Electricians,0,Trade & Construction Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
360,Allied Universal Security,2019-01-01,Security Officer - Full Time in Newbury Park,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
361,Allied Universal Security,2019-01-01,Allied Universal Security Officer - Camarillo,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
362,TherapyTravelers,2019-01-01,SLP 2018-19: Speech Language Pathologist| 5-year service tropical vacation,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
363,Ventura County Office Of Education,2019-01-01,Substitute-Clerical Pool,0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Allied Universal Security,2019-01-01,Security Officer - F/T High Rise in Oxnard,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
365,Allied Universal Security,2019-01-01,Security Officer - Full Time in Camarillo,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
366,TherapyTravelers,2019-01-01,SLP 2018-2019 SY: Speech Language Pathologist | Awesome benefits,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
367,TherapyTravelers,2019-01-01,2018-2019: Speech Language Pathologist (Short-term Contract),0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
368,TherapyTravelers,2019-01-01,SLP 2018-2019: Speech Language Pathologist| 5-year service tropical vacation,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
369,Brandes Associates,2019-01-01,Software Engineer Journeyman / Engineer IV,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,FlexCare Medical Staffing,2019-01-01,"Travel RN - Telemetry - Nights - Camarillo , CA",0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,"Superior Duct Fabrication, Inc.",2019-01-01,Class C Driver- manufacturing,0,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
372,"Superior Duct Fabrication, Inc.",2019-01-01,Office Admin/Clerk,0,Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,Private Company,2019-01-01,Restaurant Manager,0,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Rapid Expansion   Hiring Immediately!,2019-01-01,Sports Minded Marketing & Management (Full Time - Entry Level),0,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
375,Ross Dress for Less,2019-01-01,Retail Associate,0,Retail Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
376,SelectStaffing,2019-01-01,Quality Inspector,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
377,SelectStaffing,2019-01-01,Packaging Machine Operator,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
378,SelectStaffing,2019-01-01,Packaging,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
379,Care.com,2019-01-01,"Caregiver Needed Tues, Wed, Thurs 1-4:30pm For 2 Boys, Ages 5 And 7",0,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
380,Care.com,2019-01-01,Looking For A Dependable House Cleaner For Family Living In Camarillo.,0,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
381,Care.com,2019-01-01,Hands-on Care Needed For My Father In Camarillo,0,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
382,SelectStaffing,2019-01-01,Quality Label Specialist,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
383,Arnold Magnetics Corporation,2019-01-01,Power Supply Design Engineer,0,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,AT&T,2019-01-01,In Home Sales Expert,0,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
385,Essex Property Trust,2019-01-01,Maintenance Technician,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
386,Telecare,2019-01-01,Residential Program Manager (Full-Time) - Behavioral Health Program 162,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,Elder Care Alliance,2019-01-01,Housekeeper - Camarillo,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,Elder Care Alliance,2019-01-01,Cook - Camarillo,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,Elder Care Alliance,2019-01-01,Resident Assistant (RA) - Camarillo,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,"Bridgestone Americas, Inc",2019-01-01,Automotive Technician / Mechanic,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
391,Logistics & Distribution Services Corp.,2019-01-01,Class A CDL Company Regional Driver,0,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
392,"Horizon Air Measurement Services, Inc.",2019-01-01,Source Emissions Testing Project Manager,0,Scientific & QA Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
393,H&R Block,2019-01-01,Tax Professional,0,Retail Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
394,H&R Block,2019-01-01,First Year Tax Professional,0,Retail Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
395,One Staff Medical,2019-01-01,Travel Registered Nurse RN Emergency Room ER - Camarillo,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
396,SelectStaffing,2019-01-01,Quality Label Specialist,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
397,Care.com,2019-01-01,Hands-on Care Needed For My Loved One In Camarillo,0,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
398,Care.com,2019-01-01,Hands-on Care Needed For My Mother In Camarillo,0,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
399,Pinnacle Rehab Staffing,2019-01-01,Speech-Language Pathologist,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,OneStaff Medical,2019-01-01,Travel Registered Nurse RN Intensive Care Unit ICU,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
401,Panda Express,2019-01-01,"Restaurant Manager - Camarillo - Ventura - Oxnard, CA - V",0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
402,OneStaff Medical,2019-01-01,Travel Registered Nurse RN Medical Surgical Telemetry,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
403,SEP,2019-01-01,Sr .NET Developer,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,Ventura County Office Of Education,2019-01-01,In-house/Promotional Only)-Administrative Assistant III,0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,"Clean Harbors, Inc.",2019-01-01,Household Hazardous Waste Administrator,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
406,OneStaff Medical,2019-01-01,Travel Registered Nurse RN Emergency Room ER,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
407,"OmniUpdate, Inc.",2019-01-01,Inside Sales Representative,0,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
408,Swift Transportation,2019-01-01,Experienced CDL Class A Truck Drivers,0,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
409,Compass Consulting,2019-01-01,.NET Web Developer,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,Arthur Martinez & Associates,2019-01-01,Full Charge Bookkeeper,0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,DEX,2019-01-01,Digital Marketing Manager,0,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
412,Sterling General Security Inc,2019-01-01,Security Officer,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
413,Concrete Rehab,2019-01-01,Construction Concrete Resurfacer,0,Trade & Construction Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
414,Clinicas del Camino Real,2019-01-01,Web Developer,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,SEP,2019-01-01,Sr .NET Developer,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,Clinicas del Camino Real,2019-01-01,Provider Relations Specialist,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,Accelerate HC,2019-01-01,Accounting Clerk,0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,Innovative Premier Marketing,2019-01-01,Entry Level Management Trainee - NO NIGHTS OR WEEKENDS,0,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
419,PEAK Technical Staffing USA,2019-01-01,Electrical Engineer,0,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,ZPower,2019-01-01,Senior Document Control Specialist,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,Supplemental Health Care,2019-01-01,Travel Physical Therapist Corrections,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
422,RNnetwork,2019-01-01,Travel RN-Telemetry job in California,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
423,Care.com,2019-01-01,"Loves Kids, Creative, Fun, Helpful Nanny",0,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
424,RNnetwork,2019-01-01,Travel RN-ER job in California,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
425,Care.com,2019-01-01,Looking For A Pet Sitter For 1 Cat In Camarillo,0,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
426,Care.com,2019-01-01,Looking For A Dependable House Cleaner For Family Living In Camarillo.,0,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
427,California State University at Channel Islands,2019-01-01,Tenure Track Faculty Positions,0,Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
428,"The Search Solutions, LLC",2019-01-01,Quality Engineer - Aerospace,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,KORE1,2019-01-01,Sr. or mid-level Android Developer: full stack app dev (not embedded),0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,CRST Expedited,2019-01-01,Recent CDL-A Grad Truck Drivers,0,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
431,CRST Expedited,2019-01-01,Class A CDL Truck Driver Recent Graduates,0,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
432,RNnetwork,2019-01-01,Travel RN-ICU job in California,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,RNnetwork,2019-01-01,Travel RN-ICU job in California,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,Massage Envy,2019-01-01,Massage Therapist Careers - Ventura Area,0,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,RNnetwork,2019-01-01,Travel RN-ICU job in California,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,RNnetwork,2019-01-01,Travel RN-OR job in California,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,RNnetwork,2019-01-01,Travel RN-Telemetry job in California,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,RNnetwork,2019-01-01,Travel RN-ER job in California,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,Pacific Western Bank,2019-01-01,"VP, Relationship Manager",0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
440,NaviSite,2019-01-01,Advertisting Account Executive,0,Customer Services Jobs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,Brookdale Care,2019-01-01,Certified Nursing Assistant,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,"TechniPower, Inc.",2019-01-01,CMM Programmer,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
443,myCNAjobs,2019-01-01,Luxury Assisted Living Jobs - Resident Caregivers & CNAs,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,Home Care Assistance,2019-01-01,Hiring Hourly Caregiver/CNA-Paid Training offered,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,System Pavers,2019-01-01,Construction Project Manager,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
446,Teledyne Technologies,2019-01-01,Program Manager,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,Teledyne Technologies,2019-01-01,Program Planner,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,Dignity Health,2019-01-01,Registered Nurse,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
449,Dignity Health,2019-01-01,Registered Nurse,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
450,Dignity Health,2019-01-01,Registered Nurse,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
451,Dignity Health,2019-01-01,Registered Nurse,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
452,Michael Baker International,2019-01-01,Land Surveyor - LSIT,0,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
453,ZPower,2019-01-01,Senior Controls Engineer,0,Manufacturing Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
