,company,date,title,salary,All_Sectors,Accounting & Finance Jobs,Admin Jobs,Consultancy Jobs,Customer Services Jobs,Domestic help & Cleaning Jobs,"Energy, Oil & Gas Jobs",Engineering Jobs,HR & Recruitment Jobs,Healthcare & Nursing Jobs,Hospitality & Catering Jobs,IT Jobs,Legal Jobs,Logistics & Warehouse Jobs,Maintenance Jobs,Manufacturing Jobs,Other/General Jobs,"PR, Advertising & Marketing Jobs",Property Jobs,Retail Jobs,Sales Jobs,Scientific & QA Jobs,Teaching Jobs,Trade & Construction Jobs,Unknown
287,Uber,2018-12-01,Driver - Independent Contractor,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
288,Uber,2018-12-01,Become an Uber Driver and Earn Tips,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
289,Uber,2018-12-01,Uber Driver Partner - An easy way to earn,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
290,Uber,2018-12-01,"Uber Driver Partner - Drive anytime, get paid instantly",0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
291,Uber,2018-12-01,Uber Driver Partner - Supplement Your Truck Driver Income,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
293,Uber,2018-12-01,Need extra cash for the season? Drive with Uber,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
294,Uber,2018-12-01,Uber Full Time Driver - Independent Contractor,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
295,Uber,2018-12-01,Uber Driver Partner - Full Time,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
296,Uber,2018-12-01,Make More Money this Season Driving Your Car. Drive with Uber,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
297,Uber,2018-12-01,Uber Driver Partner - Supplement Your Part Time Income,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
298,Uber,2018-12-01,Uber Driver Partner (Full Time Independent Contractor),0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
299,Uber,2018-12-01,Call Center Alternative - Drive with Uber,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300,Uber,2018-12-01,Uber Driving Partner (Choose your own hours),0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
301,Uber,2018-12-01,Flexible Hours - Uber Partner Driver,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
302,Uber,2018-12-01,Driver - Entry level,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
303,Uber,2018-12-01,Uber Driver Partner (Choose Your Own Hours),0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
305,Uber,2018-12-01,Uber Driver Partner - Sign up. Drive. Earn,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
307,Uber,2018-12-01,Earn on Your Schedule - Drive with Uber,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
308,Uber,2018-12-01,Uber Driver - Partner with us,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
309,Uber,2018-12-01,Extra Income for Retirement - Drive with Uber,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
311,Uber,2018-12-01,Uber Driver Partner - Seasonal Work,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
312,Uber,2018-12-01,Uber Driver Partner - Supplement Your Secretary Income,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
313,Uber,2018-12-01,Uber Driver Partner - Want to choose your hours?,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
314,Uber,2018-12-01,Uber Driver Partner - Not a 9-5. Earn anytime.,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
315,Uber,2018-12-01,Seasonal Gig - Drive with Uber,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
316,Uber,2018-12-01,Uber Driver Partner - Supplement Your Manufacturing Income,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
317,Uber,2018-12-01,Uber Driver Partner - Supplement Your Front Desk Income,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
318,Uber,2018-12-01,Uber Driver Partner - Supplement Your Call Center Income,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
319,Uber,2018-12-01,Retail Associate Alternative - Drive with Uber,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
320,Uber,2018-12-01,Uber Driver Partner - Supplement Your Customer Service Income,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
321,Uber,2018-12-01,Great Retirement Income - Drive with Uber,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
322,Uber,2018-12-01,Seasonal Uber Driver Partner,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
323,Uber,2018-12-01,Uber Driver Partner (Be Your Own Boss),0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
324,Uber,2018-12-01,Uber Driver Partner - Start earning today,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
325,Uber,2018-12-01,Uber Driver Partner - Supplement Your Income,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
326,Uber,2018-12-01,Bilingual Uber Driver Partner (English/Spanish),0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
327,Telecare Corporation,2018-12-01,Senior Software Engineer - Behavioral Health Organization,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
328,Revature,2018-12-01,Entry Level Software Engineer,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
329,"Webcor Builders, Inc.",2018-12-01,Learning & Development Coordinator,0,Customer Services Jobs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,Alameda Health System,2018-12-01,Director of Nursing,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
331,Webcor Builders,2018-12-01,Learning & Development Coordinator,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
332,Webcor Builders,2018-12-01,Project Engineer-Warranty,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
333,Webcor Builders,2018-12-01,Assistant Superintendent-Warranty,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
334,Exelixis,2018-12-01,Contracts Manager II,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,Exelixis,2018-12-01,"Executive Director, Development Outsourcing",0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,Exelixis,2018-12-01,Temporary Clinical Supplies Manager,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
337,Exelixis,2018-12-01,Contracts Manager II,0,Scientific & QA Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
338,Soliant Health,2018-12-01,"Part Time - Speech Language Pathologist -Alameda, CA",0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
339,Soliant Health,2018-12-01,"Part-time School-based Physical Therapist, Alameda CA",0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
340,SchoolPsychJobs.com,2018-12-01,"School Psychologist Job- Alameda, CA",0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
341,SchoolPsychJobs.com,2018-12-01,"FT School Psychologist Job- Alameda, CA",0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
342,VF Corporation,2018-12-01,"Manager, Regional Merchandising",0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
343,VF Corporation,2018-12-01,Project Manager,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
344,VF Corporation,2018-12-01,Retail Marketing Manager,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
345,VF Corporation,2018-12-01,"VF Corporation, Global Innovation Center: Technology Development Manager, Advanced Manufacturing",0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
346,Zum,2018-12-01,HIRING - Drive Kids to School (average $32/hr),0,Domestic help & Cleaning Jobs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,Sonic,2018-12-01,Field Service Technician,0,Trade & Construction Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
348,Comerica,2018-12-01,Part Time Bank Teller at Alameda,0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,Uber,2018-12-01,Independent Contractor - Uber Partner Driver,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
350,Just Energy,2018-12-01,Compliance Specialist (Bilingual),0,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,Abbott,2018-12-01,Principal Engineer - Process Development,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,AquaTech Swim School,2018-12-01,Customer Service Representative,0,Customer Services Jobs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,AquaTech Swim School,2018-12-01,Manager Operations,0,Consultancy Jobs,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,Marina Veterinary & Integrative Car,2018-12-01,Receptionist,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,Marina Veterinary & Integrative Car,2018-12-01,Veterinary Technician,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,AquaTech Swim School,2018-12-01,Administrative Assistant,0,Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,Sutter Health,2018-12-01,Field Marketer (Sutter Care at Home),0,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
358,U.S. Coast Guard,2018-12-01,Attorney Advisor (General),0,Legal Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
359,Home Care Assistance,2018-12-01,Caregivers/CNA/CHHA,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,Alameda Unified School District,2018-12-01,Health Office Assistant - Ruby Bridges,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,"Kelly Services, Inc.",2018-12-01,Clinical Supplies Manager,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,"Kelly Services, Inc.",2018-12-01,Sr. Clinical Supplies Manager,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Target,2018-12-01,Apparel Accessories Team Member,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
365,Bay Machine and Fabrication,2018-12-01,Hydraulic Technician,0,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,Target,2018-12-01,Food Service Assistant,0,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,BAYPOINT HOME HEALTH,2018-12-01,Registered Nurse,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,AquaTech Swim School,2018-12-01,Janitorial Cleaner,0,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
369,Soliant Health,2018-12-01,"Part Time - Physical Therapist - Alameda, California",0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
370,Soliant Health,2018-12-01,"Full Time - Speech Language Pathologist - Alameda, California",0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
371,Creative Financial Staffing,2018-12-01,Revenue Manager,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,BALAJI MEDICAL CORPORATION,2018-12-01,Medical assistant,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
373,Telecare Corp.,2018-12-01,Accounts Payable Technician II - Behavioral Health Corporate Office 901,0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Alegria Community Living,2018-12-01,Direct Support Professional,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,Comerica Bank,2018-12-01,Part Time Bank Teller at Alameda,0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,Jitterbit,2018-12-01,"Director, Field Sales",0,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
377,Jitterbit,2018-12-01,Customer Success Manager - West,0,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
378,Alameda Power and Telecom,2018-12-01,Police Officer - Recruit,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
379,"Kelly Services, Inc.",2018-12-01,Clinical Supply Manager,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,"Jitterbit, Inc.",2018-12-01,Market Research Analyst,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
381,Scoop Technologies,2018-12-01,Developer Support Engineer,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
382,Scoop Technologies,2018-12-01,Mobile Applications Developer,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
383,Scoop Technologies,2018-12-01,J2ee Developer,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
384,Scoop Technologies,2018-12-01,Applications Developer,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
385,Scoop Technologies,2018-12-01,Web Application Developer,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
386,Scoop Technologies,2018-12-01,Java Developer,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
387,Scoop Technologies,2018-12-01,Kubernetes Developer,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
388,Abbott Labs,2018-12-01,Director of Marketing,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
389,Abbott Labs,2018-12-01,Business Insights Manager,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
390,CyberCoders,2018-12-01,Multi-family Multi Podium- Project Manager (200k-220k base),0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
391,Parker and Lynch,2018-12-01,Revenue Accounting Manager,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
392,Zum,2018-12-01,Drive with Zum- flexible schedule,0,Domestic help & Cleaning Jobs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,Brix Beverage,2018-12-01,Beverage Technician,0,Trade & Construction Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
394,Exelixis,2018-12-01,"Associate Director, Regulatory Affairs",0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,Exelixis,2018-12-01,Associate Medical Writing Director,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
396,Alameda Health System,2018-12-01,AHD Telemetry Monitor Technician,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
397,Exelixis,2018-12-01,Temporary Assistant Research Scientist II (Compound Repository),0,Scientific & QA Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
398,T T & B Inc,2018-12-01,Dishwasher,0,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,Galileo Learning,2018-12-01,"Summer Program Director, Palo Alto Area (2019)",0,Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,Hub Group Trucking,2018-12-01,Dedicated CDL-A Driver Position Available | $5000 Sign On Bonus [135],0,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
401,Hub Group Trucking,2018-12-01,Dedicated CDL-A Truck Drivers and Yard Hostlers | Flexible Shifts [172],0,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
402,SpeedPro East Bay,2018-12-01,Print Production Manager,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
403,Exelixis,2018-12-01,"Director, Investigator Grants",0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,Exelixis,2018-12-01,Associate Medical Writing Director,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,Creative Financial Staffing,2018-12-01,Accounts Payable,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,Ridgemont Hospitality,2018-12-01,Director of Revenue Management,0,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,Penumbra,2018-12-01,Legal Intern - Summer 2019,0,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
408,Alameda Power and Telecom,2018-12-01,Senior Fire Code Compliance Officer,0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
409,Alameda Power and Telecom,2018-12-01,Fire Administrative Services Manager,0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,AccentCare,2018-12-01,Occupational Therapist,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,Wipro Ltd.,2018-12-01,Desktop Support Engineer/ Analyst,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
412,Albin Engineering Services,2018-12-01,Electrical Engineer,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
413,"Johnson Service Group, Inc.",2018-12-01,iOS Mobile Application Developer-Contract-No C2C,0,IT Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
414,Divine Home Care,2018-12-01,"Hiring Caregivers, CNA and HHA in OAKLAND",0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,Singulex,2018-12-01,Marketing Intern,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
416,Singulex,2018-12-01,Country Manager - Spain,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
417,Singulex,2018-12-01,"Director, Product Management",0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
418,Abbott,2018-12-01,Commercial Data Integration Manager,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,Abbott,2018-12-01,Business Insights Manager,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,Abbott,2018-12-01,Director Global Market Access,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,Exelixis,2018-12-01,"Director, Investigator Grants",0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
422,Exelixis,2018-12-01,"Assistant Research Scientist I, Tumor Biology",0,Scientific & QA Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
423,O'Reilly Auto Parts,2018-12-01,Store Counter Sales,0,Retail Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
424,U.S. Bank,2018-12-01,Universal Banker 1 NMLS - Alameda Safeway (20 hrs),0,HR & Recruitment Jobs,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,Target,2018-12-01,Logistics Team Member - Flow,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
426,U.S. Bank,2018-12-01,Peak Time Teller - Alameda Safeway (19 hrs),0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,Apploi,2018-12-01,Share Activity Director,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
428,MissionCare,2018-12-01,Hiring Full-Time Caregivers (PCA/HHA/CNA/Companions) – Flex Schedules,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,Home Care Assistance,2018-12-01,Caregiver,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,Alameda Unified School District,2018-12-01,Health Office Assistant - Earhart (External),0,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
